X1	X2
Potra2n1c1185	GO:0000978,GO:0003700,GO:0005634,GO:0005667,GO:0045449,GO:0061408
Potra2n1c1188	GO:0005515
Potra2n1c1164	GO:0004366,GO:0009570,GO:0016024,GO:0042967,GO:0102420
Potra2n1c1161	GO:0005802,GO:0005886,GO:0005982,GO:0005985,GO:0006011,GO:0009117,GO:0009833,GO:0016021,GO:0016760,GO:0030244,GO:0047517,GO:0051753,GO:0071555,GO:0097502
Potra2n1c1174	GO:0005634,GO:0006355,GO:0008289,GO:0043565
Potra2n1c1182	GO:0005789,GO:0006506,GO:0016021,GO:0016740
Potra2n1c1163	GO:0016787
Potra2n1c1173	GO:0006338,GO:0008168,GO:0016020,GO:0032259,GO:0034647,GO:0034721,GO:0035097
Potra2n1c1187	GO:0000963,GO:0005515,GO:0005739,GO:0008380,GO:0032981,GO:1990825
Potra2n1c1172	GO:0005634,GO:0006355,GO:0044212
Potra2n1c1168	GO:0005634
Potra2n1c1166	GO:0004579,GO:0008250,GO:0016021,GO:0018279
Potra2n1c1170	GO:0003950
Potra2n1c1180	GO:0003723,GO:0016021
Potra2n1c1177	GO:0006486,GO:0016757,GO:0019348,GO:0030176,GO:0030234,GO:0050790
Potra2n1c1178	GO:0019348,GO:0030176,GO:0030234,GO:0050790
Potra2n1c1141	GO:0003676,GO:0015074,GO:0016021
Potra2n1c1117	GO:0005886,GO:0009506,GO:0016021
Potra2n1c1107	GO:0016021
Potra2n1c1129	GO:0005634,GO:0036377,GO:0043565
Potra2n1c1133	GO:0005768,GO:0005802,GO:0008168,GO:0016021,GO:0032259
Potra2n1c1131	GO:0003729,GO:0003735,GO:0005730,GO:0005774,GO:0005794,GO:0005886,GO:0006412,GO:0042254,GO:0042788
Potra2n1c1144	GO:0003887,GO:0005634,GO:0005769,GO:0005802,GO:0005886,GO:0006260,GO:0008283,GO:0009734,GO:0010449,GO:0016021,GO:0016301,GO:0016310,GO:0035265,GO:0042575,GO:0043531,GO:0046872,GO:0051301,GO:0071897
Potra2n1c1112	GO:0005515
Potra2n1c1128	GO:0005515
Potra2n1c1119	GO:0003676
Potra2n1c1110	GO:0003824
Potra2n1c1142	GO:0005615,GO:0005737,GO:0006457,GO:0008289,GO:0016020,GO:0032502,GO:0051082
Potra2n1c1127	GO:0004176,GO:0004252,GO:0006510,GO:0006515,GO:0009535,GO:0009658,GO:0009941,GO:0048510,GO:0051117
Potra2n1c1126	GO:0005515
Potra2n1c1143	GO:0005524,GO:0005634,GO:0006355,GO:0032502
Potra2n1c1132	GO:0009507,GO:0009816,GO:0016021
Potra2n1c1108	GO:0003824,GO:0005515
Potra2n1c1111	GO:0005524,GO:0008568,GO:0016021,GO:0051013,GO:0051301
Potra2n1c1120	GO:0000023,GO:0004558,GO:0005982,GO:0005985,GO:0006012,GO:0017177,GO:0030246,GO:0032450
Potra2n1c1124	GO:0000062,GO:0008289
Potra2n1c1118	GO:0004497,GO:0005506,GO:0005515,GO:0016705,GO:0020037,GO:0055114
Potra2n1c1121	GO:0001933,GO:0005634,GO:0005739,GO:0009553,GO:0009644,GO:0009744,GO:0010218,GO:0010313,GO:0016301,GO:0031542,GO:0080173
Potra2n1c1115	GO:0000049,GO:0001731,GO:0003743,GO:0003924,GO:0005525,GO:0005829,GO:0005840,GO:0005850,GO:0006446,GO:0016021,GO:0045903
Potra2n1c1137	GO:0009507,GO:0016021
Potra2n1c1109	GO:0004674,GO:0005524,GO:0006468,GO:0009069
Potra2n1c1136	GO:0016021
Potra2n1c1122	GO:0003677
Potra2n1c1130	GO:0016021
Potra2n1c1140	GO:0005634,GO:0005737,GO:0016567,GO:0031146,GO:0061630,GO:0097602
Potra2n1c1116	GO:0005515
Potra2n1c1195	GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0030154,GO:0043565,GO:0044212,GO:0045449
Potra2n1c1194	GO:0016020
Potra2n1c1191	GO:0003825,GO:0004805,GO:0005829,GO:0005982,GO:0005985,GO:0005992,GO:0016311,GO:0070413
Potra2n1c1207	GO:0005886,GO:0009506,GO:0016021
Potra2n1c1204	GO:0046983
Potra2n1c1202	GO:0003854,GO:0006694,GO:0008207,GO:0008209,GO:0008210,GO:0050662,GO:0055114
Potra2n1c1203	GO:0016020,GO:0046872
Potra2n1c1193	GO:0005524,GO:0016021,GO:0016887,GO:0042626,GO:0055085
Potra2n1c1192	GO:0005524,GO:0016021,GO:0016887,GO:0042626,GO:0055085
Potra2n1c1197	GO:0016021
Potra2n1c1211	GO:0004617,GO:0006544,GO:0006564,GO:0006566,GO:0009570,GO:0051287,GO:0055114
Potra2n1c1205	GO:0016021,GO:0016567
Potra2n1c1200	GO:0005515
Potra2n1c1189	GO:0000151,GO:0000209,GO:0005737,GO:0031624,GO:0032436,GO:0046872,GO:0061630
Potra2n1c1215	GO:0004197,GO:0004843,GO:0006511,GO:0016579
Potra2n1c1198	GO:0003723
Potra2n1c1216	GO:0005096,GO:0030126,GO:0048205
Potra2n1c1201	GO:0003960,GO:0005829,GO:0008270,GO:0034599,GO:0055114
Potra2n1c1206	GO:0003729,GO:0005634,GO:0009570,GO:0009579,GO:1990904
Potra2n1c1214	GO:0000162,GO:0003856,GO:0006508,GO:0006571,GO:0008233,GO:0009094,GO:0016491,GO:0055114
Potra2n1c1196	GO:0000287,GO:0005524,GO:0005829,GO:0032957,GO:0047325,GO:0052725,GO:0052726,GO:0052746
Potra2n1c1664	GO:0005634,GO:0051213,GO:0055114
Potra2n1c1663	GO:0000160,GO:0000993,GO:0003682,GO:0006368,GO:0009910,GO:0016571,GO:0016593,GO:0035327
Potra2n1c1665	GO:0004715,GO:0005524,GO:0005886,GO:0009789,GO:0016021,GO:0018108,GO:0031348,GO:0045087,GO:0050832
Potra2n1c1365	GO:0003676,GO:0006397,GO:0008270,GO:0016567,GO:0061630
Potra2n1c1358	GO:0000122,GO:0000976,GO:0003700,GO:0005634,GO:0005667,GO:0008270,GO:0009646,GO:0009651,GO:0009723,GO:0009733,GO:0009737,GO:0009739,GO:0009744,GO:0009751,GO:0009753,GO:0010150,GO:0010252,GO:0030307,GO:0045449,GO:0046686,GO:0048527,GO:0090697,GO:2000469
Potra2n1c1349	GO:0005488,GO:0016020
Potra2n1c1347	GO:0006144,GO:0035529,GO:0047631,GO:0051287
Potra2n1c1363	GO:0006687,GO:0016021,GO:0050290
Potra2n1c1360	GO:0001676,GO:0003997,GO:0005504,GO:0005777,GO:0006637,GO:0033540,GO:0055088,GO:0071949
Potra2n1c1338	GO:0003824
Potra2n1c1354	GO:0016021
Potra2n1c1362	GO:0003677,GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0045449
Potra2n1c1346	GO:0003677,GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0045449
Potra2n1c1366	GO:0003735,GO:0003899,GO:0005524,GO:0005666,GO:0005730,GO:0005840,GO:0006144,GO:0006206,GO:0006298,GO:0006383,GO:0006397,GO:0006412,GO:0008270,GO:0016021,GO:0016567,GO:0030983,GO:0042254,GO:0061630
Potra2n1c1364	GO:0016021,GO:0016853
Potra2n1c1350	GO:0016020,GO:0098599,GO:0098734
Potra2n1c1342	GO:0000166,GO:0004672,GO:0016020,GO:0016310
Potra2n1c1344	GO:0004674,GO:0005524,GO:0006468,GO:0009069,GO:0016021
Potra2n1c1340	GO:0000104,GO:0000276,GO:0003735,GO:0004129,GO:0004672,GO:0005507,GO:0005524,GO:0005763,GO:0005886,GO:0006120,GO:0006122,GO:0006123,GO:0006397,GO:0006412,GO:0006468,GO:0006744,GO:0006814,GO:0008121,GO:0008137,GO:0008289,GO:0008483,GO:0009507,GO:0015232,GO:0015886,GO:0015986,GO:0015990,GO:0015992,GO:0016021,GO:0017004,GO:0018874,GO:0019643,GO:0019843,GO:0020037,GO:0042254,GO:0045261,GO:0045275,GO:0045277,GO:0045281,GO:0045285,GO:0046933,GO:0048038,GO:0051287
Potra2n1c1339	GO:0004088,GO:0005951,GO:0006207,GO:0006526,GO:0006536,GO:0006541
Potra2n1c1351	GO:0004439,GO:0004725,GO:0006570,GO:0008138,GO:0035335
Potra2n1c1355	GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0043565,GO:0045449
Potra2n1c1367	GO:0000794,GO:0005524,GO:0007129,GO:0009506,GO:0010777,GO:0030983,GO:0043073
Potra2n1c1345	GO:0003677,GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0045449,GO:0050832
Potra2n1c1337	GO:0003714,GO:0003824,GO:0005667,GO:0016481,GO:0045892,GO:0046872
Potra2n1c1353	GO:0005515
Potra2n1c998	GO:0000254,GO:0005506,GO:0005789,GO:0016021,GO:0016126,GO:0055114
Potra2n1c1006	GO:0003747,GO:0005840,GO:0006444,GO:0006449,GO:0016787,GO:0018444
Potra2n1c1009	GO:0005515,GO:0005759,GO:0008168,GO:0016226,GO:0032259
Potra2n1c1000	GO:0000719,GO:0003904,GO:0009650,GO:0071949
Potra2n1c989	GO:0003680
Potra2n1c987	GO:0008773
Potra2n1c1003	GO:0016020,GO:0016409,GO:0042967
Potra2n1c1015	GO:0005507,GO:0008131,GO:0009308,GO:0016021,GO:0048038,GO:0055114
Potra2n1c1011	GO:0005509,GO:0005634,GO:0005829,GO:0005886,GO:0016021,GO:0032440,GO:0055114
Potra2n1c1012	GO:0005885,GO:0016020,GO:0034314
Potra2n1c1014	GO:0005507,GO:0008131,GO:0009308,GO:0016021,GO:0048038,GO:0055114
Potra2n1c1021	GO:0016740,GO:0046983
Potra2n1c1010	GO:0004675,GO:0005524,GO:0005886,GO:0006468,GO:0007178,GO:0009069,GO:0016021,GO:0032440,GO:0055114
Potra2n1c1001	GO:0006904
Potra2n1c995	GO:0016021,GO:0016192
Potra2n1c1013	GO:0003735,GO:0005840,GO:0006412,GO:0042254
Potra2n1c994	GO:0000139,GO:0000439,GO:0005669,GO:0005675,GO:0006294,GO:0015165,GO:0015781,GO:0016021,GO:0070816,GO:0090481
Potra2n1c1004	GO:0000794,GO:0005819,GO:0005829,GO:0006511,GO:0007049,GO:0009524,GO:0009734,GO:0009793,GO:0009867,GO:0009873,GO:0016021,GO:0016567,GO:0031461,GO:0031625,GO:0042752,GO:0048366
Potra2n1c1020	GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0030154,GO:0043565,GO:0044212,GO:0045449
Potra2n1c1017	GO:0005506,GO:0016021,GO:0020037,GO:0033772,GO:0055114
Potra2n1c1022	GO:0006869,GO:0008289
Potra2n1c1016	GO:0005506,GO:0016021,GO:0020037,GO:0033772,GO:0055114
Potra2n1c1008	GO:0003677,GO:0016301,GO:0016310
Potra2n1c993	GO:0004252,GO:0006508,GO:0009570
Potra2n1c1018	GO:0003677,GO:0046983
Potra2n1c997	GO:0009451
Potra2n1c1290	GO:0000272,GO:0005982,GO:0005985,GO:0016161,GO:0102229
Potra2n1c1284	GO:0004842,GO:0016567
Potra2n1c1294	GO:0003735,GO:0005840,GO:0006412,GO:0016021,GO:0042254
Potra2n1c1280	GO:0016021,GO:0016301,GO:0016310
Potra2n1c1289	GO:0005773,GO:0005794,GO:0006623,GO:0009506,GO:0019898,GO:0045053
Potra2n1c1299	GO:0000160,GO:0005506,GO:0005524,GO:0005634,GO:0005737,GO:0006468,GO:0009553,GO:0009736,GO:0009825,GO:0009927,GO:0016705,GO:0031418,GO:0043424,GO:0055114
Potra2n1c1298	GO:0004674,GO:0005634,GO:0005737,GO:0005956,GO:0009069,GO:0019887,GO:0045859
Potra2n1c1281	GO:0004176,GO:0004252,GO:0005524,GO:0005782,GO:0006510,GO:0006515,GO:0016485,GO:0016560,GO:0048527
Potra2n1c1292	GO:0004674,GO:0004714,GO:0005524,GO:0007169,GO:0009069,GO:0018108
Potra2n1c1304	GO:0005509,GO:0005737,GO:0005886,GO:0009414,GO:0009860,GO:0019900
Potra2n1c1302	GO:0016021
Potra2n1c1295	GO:0016021,GO:0016740
Potra2n1c1293	GO:0000149,GO:0005484,GO:0005789,GO:0005794,GO:0005829,GO:0005886,GO:0006623,GO:0006888,GO:0006890,GO:0006891,GO:0006896,GO:0009504,GO:0012507,GO:0016021,GO:0031201,GO:0031902,GO:0042147,GO:0048280
Potra2n1c1288	GO:0003676,GO:0008270
Potra2n1c1291	GO:0000272,GO:0005982,GO:0005985,GO:0016161,GO:0102229
Potra2n1c1659	GO:0001932,GO:0004674,GO:0005524,GO:0005634,GO:0005737,GO:0009069,GO:0009788,GO:0018105
Potra2n1c1656	GO:0016740
Potra2n1c1653	GO:0005524,GO:0016021
Potra2n1c1655	GO:0005634,GO:0008270,GO:0043565,GO:0045893
Potra2n1c1657	GO:0003677,GO:0005634,GO:0008289,GO:0009965,GO:0010014,GO:0010075,GO:0016021,GO:0030154,GO:0048263,GO:0080060
Potra2n1c1661	GO:0016021,GO:0051213,GO:0055114
Potra2n1c1660	GO:0000785,GO:0003677,GO:0003682
Potra2n1c1492	GO:0005524,GO:0005634,GO:0006355,GO:0016020,GO:0032502
Potra2n1c1481	GO:0009507,GO:0015969,GO:0016301,GO:0016310
Potra2n1c1502	GO:0002181,GO:0003677,GO:0003924,GO:0005509,GO:0005525,GO:0019003,GO:0031410,GO:0070300
Potra2n1c1494	GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0030154,GO:0043565,GO:0044212,GO:0045449
Potra2n1c1485	GO:0004842,GO:0006996,GO:0009941,GO:0016021,GO:0016567,GO:0016874
Potra2n1c1484	GO:0004806,GO:0016021,GO:0016042,GO:0046486
Potra2n1c1487	GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0043565,GO:0045449
Potra2n1c1480	GO:0000049,GO:0005643,GO:0005737,GO:0008536,GO:0016363,GO:0071528
Potra2n1c1493	GO:0003677,GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0016491,GO:0045449
Potra2n1c1497	GO:0000124,GO:0003677,GO:0003743,GO:0004402,GO:0005669,GO:0005840,GO:0006446,GO:0017025,GO:0042967,GO:0043966,GO:0046695,GO:0046982,GO:0051123
Potra2n1c1503	GO:0000815,GO:0005515,GO:0005771,GO:0015031,GO:0032509,GO:0045324,GO:0070676
Potra2n1c1490	GO:0000045,GO:0005618,GO:0005737,GO:0016491,GO:0030145,GO:0045735,GO:0055114
Potra2n1c1495	GO:0000045,GO:0000422,GO:0006501,GO:0015031,GO:0016021,GO:0019776,GO:0034045,GO:0034274
Potra2n1c1482	GO:0000124,GO:0003743,GO:0004402,GO:0005669,GO:0005840,GO:0006352,GO:0006446,GO:0008134,GO:0042967,GO:0043966,GO:0044212,GO:0045944,GO:0046982
Potra2n1c1486	GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0043565,GO:0045449
Potra2n1c1483	GO:0003743,GO:0005840,GO:0006446,GO:0016021
Potra2n1c1641	GO:0005739,GO:0016891,GO:0051252,GO:0072684
Potra2n1c1635	GO:0005515,GO:0005634,GO:0006355,GO:0009734
Potra2n1c1642	GO:0005802,GO:0006886,GO:0030136,GO:0030276,GO:0035652
Potra2n1c1639	GO:0006833,GO:0015250,GO:0016021,GO:0055085
Potra2n1c1633	GO:0004672,GO:0005524,GO:0006468,GO:0016021
Potra2n1c1638	GO:0003723
Potra2n1c1648	GO:0003677,GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0045449
Potra2n1c1647	GO:0016021
Potra2n1c1650	GO:0009055,GO:0016021,GO:0022900,GO:0046658
Potra2n1c1636	GO:0003899,GO:0005730,GO:0005768,GO:0005802,GO:0006144,GO:0006206,GO:0006351,GO:0016021
Potra2n1c1649	GO:0005515,GO:0016021
Potra2n1c1651	GO:0005886,GO:0016021,GO:0051539
Potra2n1c1640	GO:0009055,GO:0009535,GO:0009773,GO:0010598,GO:0051536
Potra2n1c1643	GO:0016021
Potra2n1c1645	GO:0016021
Potra2n1c1637	GO:0005515,GO:0009451
Potra2n1c1644	GO:0016021
Potra2n1c1652	GO:0003697,GO:0005543,GO:0006607,GO:0006999,GO:0017056,GO:0031965,GO:0044613,GO:0044615,GO:0051028
Potra2n1c1472	GO:0007186,GO:0016021,GO:0055085
Potra2n1c1473	GO:0004252,GO:0006508
Potra2n1c1462	GO:0004672,GO:0005515,GO:0005524,GO:0006468,GO:0016021
Potra2n1c1476	GO:0005515,GO:0016702,GO:0031408,GO:0046872,GO:0055114
Potra2n1c1451	GO:0005524,GO:0016021,GO:0016887,GO:0042626,GO:0055085
Potra2n1c1464	GO:0000145,GO:0006887,GO:0015031
Potra2n1c1477	GO:0005506,GO:0016021,GO:0020037,GO:0033772,GO:0055114
Potra2n1c1478	GO:0005506,GO:0009813,GO:0016021,GO:0016711,GO:0020037,GO:0033772,GO:0055114
Potra2n1c1453	GO:0000139,GO:0005484,GO:0005789,GO:0005793,GO:0005886,GO:0006888,GO:0006890,GO:0010181,GO:0012507,GO:0015031,GO:0016021,GO:0016491,GO:0031201,GO:0048280,GO:0055114
Potra2n1c1458	GO:0005515,GO:0016021
Potra2n1c1450	GO:0005524,GO:0016021,GO:0016887,GO:0042626,GO:0055085
Potra2n1c1456	GO:0000124,GO:0003712,GO:0005667,GO:0006357,GO:0045449
Potra2n1c1463	GO:0016021
Potra2n1c1461	GO:0005634,GO:0009611,GO:0031347,GO:2000022
Potra2n1c1459	GO:0003729,GO:0016021
Potra2n1c1457	GO:0000973,GO:0006406,GO:0006606,GO:0016021,GO:0017056,GO:0031080,GO:0031965
Potra2n1c1479	GO:0004672,GO:0005524,GO:0006468
Potra2n1c1471	GO:0004043,GO:0006544,GO:0006554,GO:0006563,GO:0006566,GO:0008802,GO:0009085,GO:0016021,GO:0043878,GO:0055114
Potra2n1c1474	GO:0005680,GO:0005737,GO:0008270,GO:0016021,GO:0016567,GO:0019788,GO:0031146,GO:0031462,GO:0031463,GO:0031467,GO:0043224,GO:0045116,GO:0061630,GO:0080008,GO:0097602
Potra2n1c1466	GO:0000290,GO:0000339,GO:0000932,GO:0005515,GO:0006397,GO:0009414,GO:0009631,GO:0016021,GO:0042538,GO:1990726
Potra2n1c1437	GO:0004252,GO:0005886,GO:0016485
Potra2n1c1434	GO:0003743,GO:0005085,GO:0005840,GO:0005851,GO:0006446,GO:0016853,GO:0043087
Potra2n1c1443	GO:0005634,GO:0042254
Potra2n1c1441	GO:0016021,GO:0042578
Potra2n1c1439	GO:0016021
Potra2n1c1438	GO:0003677,GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0045449
Potra2n1c1427	GO:0004857,GO:0005576,GO:0005618,GO:0005982,GO:0005985,GO:0016021,GO:0030599,GO:0042545,GO:0043086,GO:0045330,GO:0045490
Potra2n1c1428	GO:0004021,GO:0006522,GO:0006531,GO:0009058,GO:0015976,GO:0030170
Potra2n1c1425	GO:0005576,GO:0005618,GO:0005982,GO:0005985,GO:0016021,GO:0030599,GO:0042545,GO:0043086,GO:0045330,GO:0045490,GO:0046910
Potra2n1c1445	GO:0009733
Potra2n1c1433	GO:0000285,GO:0005524,GO:0010008,GO:0016043,GO:0046854,GO:0046872
Potra2n1c1429	GO:0004298,GO:0004857,GO:0005634,GO:0005737,GO:0005982,GO:0005985,GO:0006629,GO:0009058,GO:0010499,GO:0016021,GO:0019773,GO:0030170,GO:0030599,GO:0042545,GO:0043086,GO:0043161,GO:0045330,GO:0045490
Potra2n1c1442	GO:0000028,GO:0002181,GO:0003735,GO:0015935,GO:0016020
Potra2n1c1444	GO:0000302,GO:0006457,GO:0009408,GO:0009651,GO:0043621,GO:0051082,GO:0051259
Potra2n1c1426	GO:0004857,GO:0005576,GO:0005618,GO:0005982,GO:0005985,GO:0016021,GO:0030599,GO:0042545,GO:0043086,GO:0045330,GO:0045490
Potra2n1c1318	GO:0005576,GO:0019953
Potra2n1c1332	GO:0009540,GO:0016020,GO:0052662,GO:0052663,GO:0055114,GO:0071949
Potra2n1c1311	GO:0003723,GO:0004252,GO:0006508,GO:0016423,GO:0030488
Potra2n1c1307	GO:0000162,GO:0003849,GO:0006571,GO:0009094,GO:0009423,GO:0009507,GO:0016021
Potra2n1c1306	GO:0000014,GO:0000110,GO:0000712,GO:0000724,GO:0003684,GO:0003697,GO:0006296,GO:0006308,GO:0006979,GO:0009314,GO:0016020,GO:1901255
Potra2n1c1326	GO:0005887,GO:0016787,GO:0022857,GO:0055085
Potra2n1c1334	GO:0003924,GO:0005525,GO:0005773,GO:0005886,GO:0006886,GO:0006888,GO:0016021,GO:0032482,GO:0032588,GO:0046686
Potra2n1c1314	GO:0004252,GO:0006508,GO:0016021,GO:0032440,GO:0055114
Potra2n1c1305	GO:0000014,GO:0000110,GO:0000413,GO:0000712,GO:0000724,GO:0003684,GO:0003697,GO:0003755,GO:0006296,GO:0006308,GO:0006979,GO:0016021,GO:1901255
Potra2n1c1316	GO:0004352,GO:0005507,GO:0005524,GO:0005739,GO:0005774,GO:0006807,GO:0008270,GO:0046686,GO:0050897
Potra2n1c1312	GO:0004252,GO:0006508,GO:0016021,GO:0016491
Potra2n1c1313	GO:0001510,GO:0003723,GO:0004252,GO:0006396,GO:0006508,GO:0008173,GO:0016021,GO:0032440,GO:0055114
Potra2n1c1330	GO:0010025,GO:0016747,GO:0042759
Potra2n1c1309	GO:0016021,GO:0022857,GO:0055085
Potra2n1c1322	GO:0000727,GO:0004674,GO:0005524,GO:0005634,GO:0005737,GO:0009069,GO:0018105
Potra2n1c1325	GO:0003735,GO:0005840,GO:0006412,GO:0042254
Potra2n1c1321	GO:0016021,GO:0043066
Potra2n1c1335	GO:0003723
Potra2n1c1320	GO:0006355,GO:0008270,GO:0043565
Potra2n1c1324	GO:0003735,GO:0004672,GO:0005524,GO:0005789,GO:0005840,GO:0005886,GO:0006412,GO:0006468,GO:0016021,GO:0042254,GO:0061817,GO:0090158
Potra2n1c1336	GO:0006629,GO:0016787
Potra2n1c1317	GO:0009535
Potra2n1c1310	GO:0000256,GO:0006145,GO:0010136,GO:0016021,GO:0071522
Potra2n1c1323	GO:0005789,GO:0005886,GO:0016021,GO:0061817,GO:0090158
Potra2n1c1333	GO:0016021
Potra2n1c1601	GO:0000064,GO:0005290,GO:0005739,GO:0006561,GO:0006844,GO:0006972,GO:0015181,GO:0015189,GO:0015817,GO:0015819,GO:0016021,GO:0089709,GO:1903352,GO:1903401,GO:1903826
Potra2n1c1588	GO:0003677,GO:0003678,GO:0005524,GO:0005634,GO:0005657,GO:0010569,GO:0032508,GO:0045910,GO:0070182,GO:0090657,GO:1904430
Potra2n1c1603	GO:0003777,GO:0004601,GO:0005524,GO:0005634,GO:0005871,GO:0005874,GO:0005886,GO:0006804,GO:0006979,GO:0007018,GO:0008017,GO:0016887,GO:0020037,GO:0042744,GO:0045298,GO:0046872,GO:0055114,GO:0098869,GO:1903338
Potra2n1c1600	GO:0002181,GO:0005886,GO:0016021
Potra2n1c1604	GO:0004601,GO:0006804,GO:0006979,GO:0020037,GO:0042744,GO:0046872,GO:0055114,GO:0098869
Potra2n1c1605	GO:0003677,GO:0003678,GO:0003724,GO:0005524,GO:0005634,GO:0005657,GO:0006139,GO:0032508,GO:0034085
Potra2n1c1606	GO:0016021,GO:0016567,GO:0031464
Potra2n1c1597	GO:0015031
Potra2n1c1589	GO:0045892
Potra2n1c1595	GO:0071249
Potra2n1c1609	GO:0003924,GO:0005525,GO:0005634,GO:0005774,GO:0005794,GO:0005886,GO:0006886,GO:0032482
Potra2n1c1599	GO:0016021
Potra2n1c1610	GO:0004674,GO:0005524,GO:0006468,GO:0009069,GO:0016021
Potra2n1c1596	GO:0005634,GO:0006479,GO:0008276
Potra2n1c1602	GO:0004359,GO:0005829,GO:0006541,GO:0008615,GO:0016843,GO:0042823,GO:0046982
Potra2n1c1591	GO:0016021
Potra2n1c1598	GO:0003677,GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0045449
Potra2n1c1575	GO:0016021,GO:0016740
Potra2n1c1578	GO:0005887,GO:0008271,GO:0015301,GO:1902358
Potra2n1c1583	GO:0005634,GO:0043565,GO:0044212
Potra2n1c1571	GO:0000778,GO:0019237,GO:0051315,GO:0051382,GO:0051455
Potra2n1c1573	GO:0005515
Potra2n1c1574	GO:0006979,GO:0009236,GO:0009507,GO:0016852,GO:0019354,GO:0042802,GO:0046872,GO:0051266,GO:0051536
Potra2n1c1587	GO:0005524,GO:0005634,GO:0005829,GO:0032440,GO:0055114
Potra2n1c1577	GO:0000139,GO:0005198,GO:0005515,GO:0005829,GO:0006886,GO:0006888,GO:0006890,GO:0006891,GO:0008168,GO:0016021,GO:0030126,GO:0032259
Potra2n1c1569	GO:0005515,GO:0016021,GO:0016746
Potra2n1c1580	GO:0000139,GO:0016021
Potra2n1c1581	GO:0016020,GO:0016301,GO:0016310
Potra2n1c1586	GO:0005515
Potra2n1c1568	GO:0006633,GO:0009507,GO:0016790
Potra2n1c1572	GO:0005515
Potra2n1c1582	GO:0016301,GO:0016310
Potra2n1c1576	GO:0005096,GO:0005643,GO:0005829,GO:0008536,GO:0043547,GO:0046907
Potra2n1c1585	GO:0004674,GO:0009069,GO:0023014
Potra2n1c1666	GO:0005515,GO:0005634,GO:0006355
Potra2n1c1678	GO:0009707,GO:0016021
Potra2n1c1672	GO:0006979,GO:0016607,GO:0046686
Potra2n1c1676	GO:0004222,GO:0005743,GO:0006627,GO:0017087,GO:0046872
Potra2n1c1670	GO:0005515
Potra2n1c1667	GO:0001678,GO:0004340,GO:0005524,GO:0005536,GO:0005829,GO:0005982,GO:0005985,GO:0006000,GO:0006012,GO:0006013,GO:0006094,GO:0006096,GO:0008865,GO:0009707,GO:0016021,GO:0019158,GO:0019872,GO:0046835,GO:0051156
Potra2n1c1677	GO:0000725,GO:0003684,GO:0005524,GO:0008094
Potra2n1c1675	GO:0003993,GO:0006771,GO:0016311,GO:0019497
Potra2n1c1674	GO:0003785,GO:0005618,GO:0005730,GO:0005819,GO:0005829,GO:0005886,GO:0005938,GO:0009506,GO:0009524,GO:0010229,GO:0042989,GO:0048366,GO:0048527,GO:0090378,GO:0090379
Potra2n1c1694	GO:0003735,GO:0005840,GO:0006412,GO:0042254
Potra2n1c1697	GO:0008375,GO:0016021
Potra2n1c1382	GO:0004222,GO:0006508,GO:0008270,GO:0016021,GO:0030198,GO:0030574,GO:0031012
Potra2n1c1377	GO:0003677,GO:0003700,GO:0005634,GO:0005667,GO:0006355,GO:0045449
Potra2n1c1399	GO:0006662,GO:0015035,GO:0016020,GO:0016656,GO:0019852,GO:0045454,GO:0055114
Potra2n1c1383	GO:0005886,GO:0016021,GO:0022857,GO:0055085
Potra2n1c1373	GO:0006189,GO:0008864,GO:0016742,GO:0046487
Potra2n1c1385	GO:0000139,GO:0007029,GO:0007030,GO:0012507,GO:0048208,GO:0070863,GO:0070971,GO:0070973
Potra2n1c1390	GO:0009536,GO:0010228,GO:0016021,GO:0055122
Potra2n1c1387	GO:0005777
Potra2n1c1384	GO:0003676
Potra2n1c1394	GO:0004190,GO:0006508,GO:0030163
Potra2n1c1370	GO:0016021
Potra2n1c1372	GO:0003333,GO:0005886,GO:0015172,GO:0015175,GO:0015293,GO:0015399,GO:0015800,GO:0015804,GO:0016021
Potra2n1c1376	GO:0006833,GO:0015250,GO:0016021,GO:0042807,GO:0055085
Potra2n1c1398	GO:0003697,GO:0005507,GO:0005524,GO:0005768,GO:0005802,GO:0009723,GO:0010119,GO:0016021,GO:0016787,GO:0035434,GO:0043682,GO:0072511
Potra2n1c1381	GO:0005768,GO:0005802,GO:0006004,GO:0016021,GO:0016757
Potra2n1c1374	GO:0016021
Potra2n1c1397	GO:0097159,GO:1901363
Potra2n1c1375	GO:0003860,GO:0004300,GO:0006508,GO:0006550,GO:0006552,GO:0006554,GO:0006568,GO:0006574,GO:0006633,GO:0008233,GO:0018874,GO:0019482,GO:0046251
Potra2n1c1388	GO:0016021,GO:0016740
